sigma,label
41.643,2
49.783,2
40.348,2
44.566,2
46.282,2
46.081,2
41.409,2
40.356,2
39.197,2
38.258,2
43.754,2
49.538,2
37.874,2
41.93,2
40.31,2
41.319,2
39.067,2
38.603,2
45.463,2
44.191,2
37.998,2
47.235,2
45.457,2
43.871,2
38.132,2
44.77,2
39.115,2
42.943,2
41.538,2
42.212,2
44.56,2
37.352,2
48.545,2
48.934,2
40.143,2
48.78,2
38.653,2
45.272,2
39.318,2
48.908,2
48.393,2
47.133,2
49.198,2
37.896,2
46.543,2
44.369,2
49.961,2
44.587,2
38.454,2
47.849,2
44.17,2
44.356,2
48.205,2
47.273,2
40.84,2
44.965,2
47.727,2
47.291,2
43.438,2
37.443,2
39.563,2
46.55,2
42.875,2
44.933,2
44.989,2
44.016,2
42.0,2
45.048,2
44.818,2
41.907,2
42.84,2
44.037,2
47.834,2
38.361,2
39.243,2
40.454,2
47.165,2
43.432,2
48.744,2
48.38,2
38.912,2
42.867,2
42.166,2
39.718,2
42.527,2
48.959,2
48.711,2
43.888,2
48.046,2
46.073,2
46.978,2
44.236,2
44.082,2
48.992,2
40.554,2
46.157,2
41.558,2
49.016,2
37.201,2
39.378,2
44.587,2
48.431,2
43.179,2
47.144,2
45.729,2
48.359,2
40.29,2
48.928,2
46.28,2
41.875,2
41.107,2
41.285,2
41.068,2
42.937,2
43.563,2
38.593,2
40.806,2
49.086,2
44.96,2
40.55,2
40.775,2
43.406,2
47.004,2
46.985,2
43.998,2
44.402,2
43.119,2
46.211,2
48.356,2
37.402,2
41.801,2
43.884,2
37.111,2
39.051,2
45.562,2
43.415,2
46.998,2
40.81,2
49.869,2
43.169,2
37.026,2
47.415,2
43.583,2
42.432,2
41.098,2
38.754,2
47.897,2
46.301,2
39.184,2
47.405,2
47.403,2
49.345,2
45.277,2
47.35,2
41.585,2
42.824,2
48.557,2
49.983,2
42.145,2
48.484,2
42.665,2
40.785,2
43.278,2
38.763,2
44.041,2
44.573,2
49.43,2
38.148,2
42.352,2
44.027,2
41.453,2
48.298,2
41.078,2
47.648,2
45.252,2
43.916,2
38.808,2
42.355,2
45.509,2
38.188,2
40.301,2
40.159,2
47.88,2
48.397,2
47.816,2
40.142,2
48.347,2
43.716,2
41.591,2
46.071,2
40.291,2
48.316,2
39.906,2
44.313,2
49.221,2
42.889,2
49.628,2
45.634,2
41.302,2
49.221,2
44.139,2
45.182,2
44.121,2
41.67,2
42.293,2
41.627,2
48.848,2
48.491,2
41.486,2
44.126,2
44.768,2
44.743,2
37.11,2
42.158,2
39.769,2
45.373,2
40.739,2
38.649,2
43.498,2
44.017,2
40.748,2
49.705,2
42.064,2
37.595,2
47.424,2
49.216,2
47.198,2
44.369,2
41.17,2
49.296,2
43.551,2
39.966,2
43.186,2
40.679,2
38.841,2
41.769,2
42.325,2
46.124,2
39.912,2
47.904,2
49.392,2
46.929,2
45.688,2
38.948,2
37.31,2
42.927,2
44.112,2
49.575,2
46.462,2
46.806,2
42.891,2
41.07,2
37.916,2
46.906,2
46.741,2
49.775,2
38.304,2
46.939,2
41.976,2
42.432,2
39.252,2
42.444,2
45.659,2
46.828,2
45.57,2
39.397,2
39.73,2
42.983,2
49.825,2
46.546,2
45.185,2
37.217,2
41.069,2
47.358,2
49.111,2
44.287,2
45.659,2
39.32,2
45.296,2
48.672,2
40.43,2
49.08,2
42.718,2
40.137,2
49.813,2
40.227,2
46.551,2
37.809,2
37.395,2
40.563,2
49.058,2
43.611,2
44.195,2
46.833,2
42.052,2
46.528,2
45.21,2
49.686,2
37.193,2
40.493,2
46.303,2
43.726,2
42.031,2
49.762,2
44.196,2
39.616,2
37.064,2
43.927,2
48.589,2
42.055,2
44.562,2
45.039,2
41.686,2
37.5,2
40.113,2
45.186,2
40.749,2
40.791,2
49.473,2
47.207,2
43.091,2
48.972,2
37.731,2
39.665,2
46.494,2
42.7,2
48.89,2
37.22,2
41.573,2
38.044,2
48.638,2
43.099,2
42.558,2
40.375,2
48.164,2
46.977,2
49.806,2
41.008,2
45.508,2
37.112,2
41.616,2
40.553,2
42.963,2
48.881,2
38.514,2
39.954,2
37.143,2
49.787,2
40.935,2
38.49,2
45.697,2
44.398,2
37.188,2
43.105,2
47.612,2
45.406,2
40.637,2
40.331,2
47.372,2
44.99,2
43.743,2
44.798,2
43.935,2
40.831,2
49.583,2
47.461,2
46.924,2
43.528,2
43.676,2
40.232,2
37.876,2
40.884,2
46.451,2
43.151,2
45.81,2
46.662,2
45.163,2
39.384,2
46.782,2
44.03,2
48.278,2
39.964,2
41.684,2
37.2,2
47.941,2
37.467,2
48.303,2
44.691,2
49.355,2
48.817,2
45.209,2
43.549,2
46.324,2
46.457,2
40.446,2
49.264,2
47.888,2
40.104,2
39.178,2
42.061,2
47.162,2
38.601,2
44.654,2
49.19,2
42.896,2
44.94,2
41.336,2
41.135,2
42.572,2
39.552,2
40.845,2
45.181,2
44.853,2
41.562,2
47.914,2
43.251,2
38.613,2
44.186,2
37.066,2
41.032,2
41.352,2
49.257,2
42.693,2
38.851,2
44.212,2
49.909,2
37.224,2
39.312,2
38.656,2
40.488,2
42.588,2
49.7,2
47.65,2
38.973,2
43.735,2
38.723,2
43.314,2
44.279,2
44.917,2
37.389,2
43.657,2
38.215,2
37.578,2
47.811,2
40.953,2
37.005,2
47.345,2
37.892,2
42.438,2
44.283,2
49.028,2
43.393,2
48.338,2
47.087,2
42.502,2
46.77,2
37.464,2
42.151,2
42.16,2
48.773,2
38.722,2
46.181,2
38.811,2
49.058,2
44.844,2
41.437,2
42.773,2
38.449,2
47.195,2
42.936,2
44.128,2
48.098,2
38.577,2
43.392,2
40.46,2
49.411,2
46.58,2
40.145,2
46.544,2
40.435,2
41.613,2
49.478,2
41.193,2
38.357,2
43.06,2
48.608,2
42.888,2
49.397,2
37.924,2
49.731,2
47.188,2
47.796,2
39.84,2
40.937,2
45.937,2
44.564,2
43.016,2
39.842,2
40.132,2
48.45,2
39.044,2
45.222,2
39.289,2
47.965,2
39.554,2
41.697,2
42.447,2
46.107,2
45.878,2
48.91,2
44.672,2
41.596,2
37.197,2
46.921,2
42.727,2
49.309,2
49.997,2
38.075,2
45.665,2
39.02,2
39.549,2
49.945,2
48.967,2
47.785,2
45.284,2
44.431,2
49.784,2
46.056,2
45.778,2
46.975,2
41.219,2
41.033,2
38.495,2
47.953,2
40.49,2
37.368,2
43.664,2
43.196,2
37.571,2
42.078,2
38.955,2
41.074,2
43.986,2
49.766,2
47.44,2
47.865,2
48.673,2
37.661,2
40.786,2
40.064,2
39.876,2
37.833,2
41.901,2
46.002,2
42.651,2
37.768,2
38.801,2
41.605,2
38.52,2
47.905,2
43.21,2
49.493,2
44.772,2
37.184,2
41.713,2
48.852,2
39.374,2
40.783,2
44.15,2
48.948,2
46.938,2
39.105,2
48.395,2
43.172,2
37.477,2
44.379,2
44.791,2
43.937,2
44.28,2
37.857,2
38.711,2
46.118,2
38.957,2
44.007,2
49.625,2
41.04,2
49.668,2
46.86,2
43.471,2
44.22,2
45.959,2
39.611,2
41.071,2
44.191,2
37.212,2
43.539,2
49.406,2
42.508,2
41.808,2
40.581,2
37.68,2
42.374,2
45.685,2
37.607,2
48.621,2
45.504,2
42.336,2
45.707,2
48.94,2
49.413,2
41.185,2
42.571,2
48.607,2
44.676,2
39.899,2
47.486,2
48.535,2
45.108,2
41.211,2
44.288,2
40.841,2
46.156,2
49.729,2
43.913,2
41.279,2
39.663,2
41.156,2
38.857,2
47.069,2
37.367,2
48.456,2
43.605,2
42.238,2
46.879,2
44.894,2
43.452,2
40.789,2
47.642,2
45.86,2
38.47,2
40.266,2
44.333,2
46.061,2
46.357,2
49.777,2
42.415,2
45.086,2
40.064,2
49.371,2
41.897,2
45.213,2
47.656,2
40.981,2
40.722,2
44.465,2
42.175,2
41.365,2
44.701,2
47.093,2
41.74,2
38.452,2
43.247,2
41.055,2
49.007,2
46.409,2
46.096,2
39.083,2
40.814,2
46.285,2
38.112,2
40.372,2
44.551,2
39.357,2
47.276,2
40.67,2
40.018,2
42.511,2
37.972,2
48.106,2
41.624,2
38.245,2
42.171,2
43.034,2
46.559,2
44.528,2
42.668,2
45.813,2
44.637,2
44.117,2
44.856,2
44.708,2
43.14,2
49.102,2
39.354,2
46.73,2
38.39,2
43.391,2
40.921,2
41.193,2
44.034,2
41.007,2
45.443,2
41.725,2
47.204,2
39.64,2
45.25,2
43.176,2
48.589,2
41.646,2
47.251,2
39.589,2
48.276,2
46.984,2
42.428,2
39.844,2
38.097,2
37.556,2
43.108,2
42.949,2
42.659,2
38.08,2
46.88,2
40.177,2
37.931,2
48.723,2
40.592,2
46.739,2
41.273,2
40.113,2
39.038,2
42.933,2
49.731,2
37.405,2
49.225,2
43.19,2
43.837,2
38.501,2
38.775,2
37.637,2
48.06,2
46.202,2
37.847,2
39.438,2
45.143,2
48.778,2
46.453,2
45.025,2
39.343,2
46.208,2
47.82,2
43.067,2
41.066,2
37.228,2
41.532,2
40.794,2
38.321,2
39.551,2
40.7,2
43.34,2
49.237,2
38.514,2
42.785,2
45.274,2
40.243,2
38.723,2
44.188,2
48.298,2
45.53,2
38.867,2
38.599,2
47.634,2
41.52,2
39.297,2
40.202,2
43.071,2
47.076,2
40.071,2
49.358,2
49.666,2
47.468,2
47.432,2
38.372,2
47.174,2
37.563,2
43.665,2
37.414,2
43.326,2
43.593,2
47.11,2
43.426,2
45.451,2
41.757,2
45.779,2
38.735,2
41.975,2
40.115,2
44.429,2
37.888,2
45.408,2
49.417,2
38.583,2
38.833,2
37.765,2
48.397,2
41.834,2
48.901,2
43.575,2
42.692,2
41.626,2
43.384,2
43.854,2
43.015,2
43.184,2
40.64,2
47.998,2
46.882,2
38.098,2
48.896,2
41.706,2
46.706,2
45.297,2
44.306,2
37.885,2
43.75,2
40.428,2
46.816,2
45.004,2
38.174,2
49.696,2
49.681,2
47.131,2
39.561,2
43.883,2
37.799,2
40.058,2
37.222,2
44.181,2
48.022,2
38.686,2
45.318,2
40.786,2
39.565,2
44.607,2
47.305,2
39.571,2
37.674,2
39.765,2
47.538,2
42.699,2
44.358,2
43.523,2
42.236,2
44.283,2
47.055,2
47.221,2
43.46,2
43.637,2
44.681,2
43.733,2
41.307,2
46.824,2
39.733,2
46.766,2
38.191,2
45.774,2
47.232,2
40.801,2
41.28,2
37.854,2
47.175,2
41.698,2
43.702,2
37.474,2
49.384,2
46.099,2
40.39,2
40.893,2
39.85,2
48.462,2
37.763,2
47.783,2
38.667,2
48.709,2
47.67,2
47.716,2
39.753,2
47.413,2
39.944,2
43.976,2
40.174,2
44.438,2
39.405,2
47.997,2
46.928,2
46.523,2
40.255,2
39.972,2
48.857,2
46.413,2
40.721,2
49.246,2
41.795,2
42.969,2
41.451,2
49.7,2
46.531,2
47.183,2
43.69,2
44.476,2
37.169,2
41.26,2
39.549,2
41.21,2
45.904,2
39.048,2
43.39,2
41.144,2
38.06,2
42.224,2
45.748,2
45.236,2
48.013,2
37.413,2
40.863,2
48.829,2
42.422,2
44.451,2
47.984,2
42.283,2
45.734,2
43.777,2
47.693,2
48.75,2
37.055,2
40.106,2
42.297,2
40.916,2
42.269,2
43.604,2
48.68,2
44.04,2
41.302,2
37.417,2
48.268,2
41.26,2
46.811,2
39.996,2
47.663,2
39.55,2
42.416,2
45.715,2
37.743,2
45.125,2
45.218,2
39.167,2
49.864,2
38.793,2
49.218,2
47.358,2
40.04,2
46.404,2
48.257,2
45.592,2
47.973,2
42.12,2
48.8,2
49.12,2
39.159,2
43.311,2
39.921,2
38.221,2
45.281,2
47.128,2
44.052,2
46.039,2
41.932,2
47.985,2
41.929,2
49.628,2
46.224,2
46.528,2
41.964,2
42.932,2
47.371,2
38.857,2
44.895,2
49.491,2
43.943,2
49.824,2
37.448,2
38.82,2
38.388,2
47.293,2
37.885,2
42.661,2
47.409,2
38.977,2
41.835,2
42.305,2
39.082,2
39.354,2
44.814,2
48.957,2
38.626,2
47.329,2
48.176,2
47.472,2
48.278,2
44.472,2
47.491,2
42.744,2
43.986,2
38.597,2
43.651,2
42.112,2
43.595,2
48.895,2
43.199,2
39.964,2
43.052,2
47.039,2
45.775,2
39.395,2
45.892,2
45.127,2
48.385,2
41.703,2
45.069,2
38.106,2
47.179,2
46.648,2
46.107,2
44.643,2
41.231,2
48.991,2
43.291,2
41.068,2
47.094,2
39.199,2
44.589,2
41.762,2
40.46,2
49.046,2
38.345,2
48.982,2
44.753,2
39.364,2
43.28,2
45.267,2
42.989,2
49.023,2
44.779,2
44.521,2
39.447,2
39.297,2
44.736,2
40.102,2
39.692,2
43.019,2
41.904,2
49.393,2
43.997,2
45.487,2
41.336,2
42.088,2
47.292,2
46.394,2
39.167,2
44.968,2
42.386,2
45.029,2
49.955,2
49.081,2
41.029,2
47.706,2
48.267,2
45.02,2
46.919,2
44.916,2
37.609,2
40.204,2
42.956,2
39.212,2
38.445,2
47.163,2
40.567,2
37.619,2
46.983,2
40.325,2
42.878,2
43.612,2
40.029,2
48.27,2
44.182,2
39.284,2
41.411,2
48.152,2
38.311,2
46.642,2
49.898,2
38.78,2
44.259,2
48.15,2
38.988,2
39.036,2
45.042,2
44.207,2
41.664,2
41.886,2
40.877,2
42.126,2
38.83,2
39.171,2
41.416,2
39.108,2
48.15,2
47.531,2
46.664,2
48.894,2
39.372,2
44.698,2
43.489,2
43.103,2
47.408,2
45.751,2
49.2,2
40.418,2
38.97,2
45.716,2
43.663,2
45.24,2
42.711,2
42.411,2
43.128,2
45.085,2
41.223,2
41.268,2
43.788,2
40.613,2
38.884,2
40.445,2
47.539,2
49.153,2
48.768,2
46.236,2
43.539,2
44.246,2
45.629,2
40.073,2
46.98,2
41.115,2
37.75,2
46.22,2
41.58,2
41.451,2
43.287,2
41.276,2
49.1,2
40.616,2
48.113,2
49.55,2
39.174,2
42.873,2
44.948,2
48.329,2
42.228,2
42.374,2
39.188,2
44.026,2
40.303,2
41.756,2
43.245,2
47.702,2
46.919,2
45.514,2
39.747,2
41.893,2
44.719,2
49.932,2
43.096,2
42.791,2
45.184,2
39.97,2
41.604,2
42.428,2
38.604,2
49.15,2
44.036,2
42.581,2
46.729,2
37.564,2
40.797,2
47.836,2
37.837,2
37.032,2
46.364,2
38.938,2
45.993,2
41.095,2
41.227,2
44.938,2
45.016,2
49.472,2
46.598,2
43.377,2
44.951,2
48.571,2
45.177,2
41.442,2
39.83,2
37.502,2
46.031,2
37.302,2
39.851,2
40.417,2
43.329,2
40.258,2
42.186,2
41.834,2
37.124,2
43.935,2
46.454,2
48.968,2
43.81,2
49.731,2
42.103,2
41.2,2
39.473,2
43.132,2
40.497,2
40.958,2
47.08,2
42.869,2
43.835,2
37.306,2
38.39,2
40.02,2
43.88,2
39.897,2
45.617,2
38.614,2
42.479,2
47.482,2
42.512,2
43.656,2
40.655,2
48.803,2
45.41,2
40.499,2
43.031,2
44.928,2
45.44,2
40.238,2
49.914,2
41.787,2
43.535,2
42.919,2
40.51,2
39.883,2
41.939,2
39.566,2
38.3,2
37.605,2
37.978,2
43.796,2
37.018,2
47.117,2
37.95,2
47.733,2
48.147,2
40.52,2
37.226,2
47.235,2
43.894,2
41.169,2
43.253,2
42.163,2
40.648,2
44.633,2
42.038,2
47.049,2
46.835,2
43.313,2
42.95,2
43.55,2
47.266,2
44.729,2
46.948,2
43.149,2
42.828,2
37.728,2
46.093,2
44.624,2
47.352,2
38.691,2
43.322,2
45.374,2
48.424,2
39.033,2
48.416,2
44.06,2
44.147,2
47.053,2
44.574,2
46.866,2
45.201,2
48.033,2
39.957,2
49.479,2
40.577,2
47.395,2
37.57,2
49.835,2
40.871,2
48.031,2
39.642,2
47.797,2
45.208,2
39.11,2
46.802,2
49.521,2
41.616,2
44.931,2
38.577,2
46.619,2
48.85,2
37.8,2
38.904,2
49.409,2
44.006,2
44.573,2
49.579,2
38.78,2
38.398,2
48.057,2
43.693,2
40.894,2
37.387,2
38.942,2
44.543,2
40.598,2
44.585,2
41.202,2
37.227,2
37.817,2
40.228,2
45.597,2
39.491,2
39.279,2
48.39,2
39.728,2
45.136,2
45.89,2
41.007,2
43.515,2
48.183,2
41.048,2
39.941,2
48.502,2
46.065,2
39.293,2
44.437,2
42.506,2
48.1,2
44.015,2
47.516,2
47.264,2
45.197,2
48.027,2
47.405,2
41.298,2
46.445,2
41.423,2
49.766,2
40.408,2
46.606,2
43.835,2
43.496,2
48.134,2
38.826,2
42.226,2
41.098,2
43.186,2
45.72,2
42.0,2
45.14,2
41.758,2
37.336,2
43.815,2
43.871,2
41.917,2
39.797,2
37.528,2
49.495,2
43.315,2
37.756,2
43.073,2
45.153,2
45.886,2
48.072,2
42.614,2
42.198,2
40.645,2
46.382,2
38.56,2
45.213,2
48.468,2
47.128,2
37.879,2
37.841,2
45.426,2
48.988,2
48.395,2
42.279,2
41.252,2
38.313,2
45.668,2
42.515,2
42.853,2
38.852,2
48.004,2
42.135,2
47.447,2
42.423,2
47.131,2
40.37,2
45.138,2
37.793,2
39.626,2
42.155,2
41.273,2
46.273,2
47.527,2
40.758,2
46.651,2
41.116,2
45.904,2
37.083,2
41.799,2
39.767,2
38.912,2
47.688,2
39.54,2
48.69,2
43.516,2
47.096,2
42.043,2
43.635,2
38.806,2
40.547,2
42.666,2
44.041,2
40.732,2
39.179,2
48.533,2
46.626,2
39.292,2
43.31,2
40.549,2
46.693,2
37.647,2
46.839,2
47.278,2
37.249,2
43.82,2
46.875,2
44.51,2
42.801,2
45.151,2
39.507,2
41.37,2
46.248,2
47.971,2
47.194,2
47.362,2
41.808,2
47.169,2
48.221,2
45.706,2
39.964,2
45.978,2
37.049,2
37.889,2
42.468,2
46.083,2
42.206,2
44.136,2
45.933,2
43.747,2
48.481,2
42.365,2
39.279,2
38.961,2
38.331,2
44.462,2
45.3,2
40.995,2
48.046,2
48.392,2
45.314,2
42.513,2
48.285,2
46.368,2
37.493,2
47.488,2
39.32,2
44.832,2
47.495,2
39.139,2
44.142,2
49.554,2
38.632,2
43.431,2
40.802,2
41.442,2
48.537,2
46.601,2
40.383,2
49.915,2
44.582,2
42.144,2
44.818,2
48.321,2
39.024,2
44.656,2
39.137,2
49.236,2
42.836,2
42.637,2
42.072,2
46.228,2
47.298,2
38.491,2
39.475,2
47.205,2
38.357,2
47.59,2
37.701,2
38.078,2
39.005,2
43.46,2
45.384,2
38.095,2
47.999,2
43.833,2
41.657,2
48.479,2
47.194,2
44.103,2
47.86,2
44.439,2
40.743,2
46.774,2
41.097,2
42.941,2
39.867,2
37.812,2
43.316,2
40.81,2
39.333,2
40.997,2
43.572,2
46.721,2
37.246,2
49.039,2
41.821,2
49.077,2
42.364,2
40.318,2
47.395,2
37.727,2
38.232,2
46.081,2
41.293,2
38.304,2
43.4,2
47.018,2
47.03,2
45.208,2
38.669,2
38.275,2
37.406,2
43.698,2
42.972,2
46.098,2
45.519,2
41.795,2
39.062,2
37.856,2
41.225,2
49.72,2
40.458,2
40.11,2
42.908,2
49.596,2
43.155,2
38.466,2
37.608,2
46.09,2
44.165,2
42.041,2
40.151,2
48.668,2
44.662,2
44.371,2
39.277,2
45.244,2
49.159,2
41.532,2
47.207,2
39.699,2
48.713,2
41.527,2
48.505,2
44.657,2
45.4,2
48.429,2
39.788,2
46.787,2
38.113,2
38.006,2
48.247,2
41.066,2
41.479,2
39.898,2
47.005,2
46.272,2
44.271,2
49.076,2
41.311,2
37.348,2
40.956,2
39.125,2
43.993,2
42.898,2
41.643,2
37.882,2
42.725,2
38.235,2
46.128,2
49.78,2
45.31,2
41.265,2
44.473,2
48.544,2
46.077,2
48.811,2
38.889,2
41.422,2
37.628,2
39.504,2
47.716,2
38.813,2
45.59,2
44.992,2
39.112,2
41.035,2
46.251,2
40.874,2
41.412,2
37.368,2
43.612,2
39.489,2
41.473,2
45.515,2
40.385,2
43.364,2
44.893,2
43.176,2
47.676,2
47.743,2
43.013,2
37.702,2
45.632,2
46.506,2
39.049,2
38.909,2
38.157,2
37.223,2
42.552,2
44.566,2
39.862,2
44.868,2
43.088,2
48.561,2
47.061,2
41.463,2
37.003,2
41.11,2
48.014,2
48.61,2
39.858,2
40.936,2
44.072,2
48.314,2
37.012,2
48.514,2
39.03,2
49.287,2
40.435,2
39.469,2
42.68,2
48.639,2
43.242,2
42.133,2
39.699,2
43.354,2
46.322,2
39.811,2
39.908,2
38.286,2
37.034,2
47.378,2
49.683,2
37.476,2
41.477,2
49.086,2
42.054,2
42.745,2
42.148,2
47.506,2
37.67,2
39.44,2
43.762,2
49.75,2
44.862,2
38.005,2
47.627,2
46.369,2
42.612,2
37.415,2
38.02,2
39.589,2
39.818,2
37.742,2
41.854,2
41.164,2
48.182,2
39.433,2
41.731,2
41.224,2
43.212,2
43.873,2
40.645,2
47.052,2
46.349,2
39.041,2
42.856,2
38.245,2
42.306,2
47.526,2
48.929,2
38.702,2
42.747,2
45.993,2
39.494,2
47.716,2
43.524,2
48.047,2
41.589,2
43.438,2
41.966,2
41.388,2
46.031,2
48.81,2
39.125,2
43.081,2
47.277,2
40.397,2
40.643,2
44.78,2
46.292,2
49.261,2
47.211,2
42.605,2
43.312,2
44.435,2
46.144,2
45.231,2
49.481,2
49.079,2
40.473,2
45.893,2
44.65,2
37.249,2
42.998,2
40.019,2
44.23,2
38.978,2
43.844,2
49.685,2
40.284,2
49.586,2
44.069,2
39.61,2
39.876,2
47.043,2
49.019,2
40.215,2
40.796,2
46.997,2
47.084,2
42.121,2
43.617,2
40.582,2
43.121,2
49.938,2
37.489,2
43.042,2
43.269,2
39.588,2
48.729,2
40.669,2
45.707,2
47.494,2
41.676,2
46.492,2
43.845,2
43.872,2
44.453,2
45.043,2
44.389,2
39.838,2
42.185,2
37.267,2
39.9,2
42.69,2
40.61,2
46.066,2
41.195,2
44.205,2
42.0,2
41.856,2
41.65,2
40.468,2
40.679,2
46.693,2
42.588,2
46.689,2
44.204,2
44.683,2
44.643,2
39.768,2
37.221,2
45.793,2
45.486,2
45.805,2
42.225,2
46.776,2
47.164,2
42.699,2
37.404,2
38.944,2
43.547,2
37.834,2
49.381,2
38.46,2
38.909,2
39.764,2
40.471,2
43.401,2
40.686,2
42.578,2
42.322,2
40.697,2
48.81,2
45.761,2
42.108,2
37.12,2
41.797,2
44.259,2
49.718,2
45.844,2
47.017,2
38.424,2
47.732,2
45.565,2
46.695,2
46.652,2
44.997,2
47.536,2
47.083,2
48.319,2
45.021,2
41.111,2
47.344,2
46.693,2
41.358,2
44.669,2
45.88,2
48.986,2
47.859,2
38.511,2
45.518,2
37.708,2
45.52,2
43.266,2
47.294,2
40.305,2
47.391,2
45.391,2
41.576,2
39.896,2
38.641,2
45.36,2
45.549,2
39.289,2
47.026,2
46.258,2
47.542,2
42.493,2
40.392,2
38.65,2
37.784,2
43.912,2
44.586,2
47.28,2
41.068,2
39.989,2
40.463,2
43.954,2
40.574,2
41.943,2
45.066,2
49.604,2
46.27,2
41.084,2
38.196,2
48.561,2
42.546,2
40.846,2
41.558,2
37.447,2
46.154,2
44.537,2
45.686,2
40.19,2
43.351,2
43.459,2
40.143,2
45.068,2
42.726,2
39.144,2
49.932,2
40.441,2
48.475,2
44.686,2
38.634,2
47.889,2
42.053,2
38.402,2
49.861,2
48.967,2
46.092,2
49.255,2
48.886,2
38.358,2
46.541,2
45.643,2
44.965,2
48.014,2
46.957,2
41.902,2
37.416,2
41.638,2
39.181,2
42.304,2
39.13,2
38.647,2
45.301,2
43.489,2
44.919,2
47.086,2
41.545,2
40.188,2
40.01,2
48.06,2
47.725,2
43.762,2
47.885,2
45.528,2
43.055,2
42.279,2
49.78,2
41.962,2
41.518,2
39.023,2
42.891,2
40.004,2
37.315,2
49.387,2
44.609,2
44.87,2
41.663,2
48.803,2
45.961,2
43.845,2
39.656,2
49.204,2
44.711,2
44.344,2
40.553,2
44.582,2
42.311,2
41.62,2
47.131,2
41.472,2
40.882,2
43.645,2
40.08,2
46.718,2
49.295,2
46.614,2
46.762,2
42.621,2
44.134,2
41.221,2
43.711,2
39.384,2
45.094,2
46.488,2
39.422,2
48.99,2
43.463,2
46.623,2
45.328,2
39.254,2
43.407,2
42.111,2
40.509,2
43.444,2
39.872,2
45.308,2
40.002,2
44.382,2
48.202,2
38.717,2
43.281,2
49.409,2
41.682,2
40.519,2
40.062,2
41.012,2
38.66,2
48.202,2
41.611,2
47.865,2
43.392,2
42.964,2
39.823,2
43.608,2
42.316,2
48.781,2
44.07,2
38.224,2
40.004,2
39.607,2
42.992,2
47.694,2
37.603,2
40.042,2
48.686,2
37.747,2
46.863,2
41.643,2
40.14,2
43.384,2
40.735,2
39.551,2
44.896,2
47.447,2
38.188,2
37.346,2
46.75,2
47.722,2
40.974,2
46.69,2
48.015,2
48.961,2
49.129,2
38.407,2
48.084,2
42.375,2
48.777,2
37.337,2
41.778,2
49.566,2
48.841,2
42.055,2
37.794,2
41.63,2
42.775,2
48.13,2
42.846,2
41.821,2
38.294,2
37.351,2
43.25,2
41.486,2
46.871,2
39.93,2
49.086,2
37.502,2
45.653,2
48.149,2
48.717,2
44.02,2
41.401,2
38.86,2
41.46,2
48.545,2
42.569,2
41.798,2
47.902,2
47.906,2
40.462,2
41.509,2
43.097,2
45.19,2
43.367,2
42.023,2
42.381,2
49.952,2
40.659,2
48.286,2
38.852,2
45.305,2
41.298,2
43.686,2
46.468,2
41.499,2
49.425,2
42.406,2
42.506,2
38.373,2
49.244,2
41.009,2
43.294,2
45.735,2
48.976,2
38.701,2
41.59,2
37.978,2
45.725,2
44.558,2
41.592,2
42.573,2
37.402,2
43.62,2
40.756,2
38.492,2
45.583,2
48.303,2
47.079,2
38.47,2
43.101,2
49.579,2
39.411,2
41.034,2
47.023,2
37.032,2
43.241,2
42.021,2
49.153,2
43.011,2
38.026,2
43.25,2
49.612,2
38.323,2
46.98,2
42.348,2
48.091,2
39.119,2
39.203,2
47.869,2
37.56,2
47.391,2
43.442,2
40.799,2
46.625,2
44.754,2
40.189,2
44.598,2
44.691,2
38.969,2
39.342,2
38.314,2
40.732,2
43.882,2
39.209,2
45.796,2
48.347,2
38.851,2
44.431,2
45.953,2
45.525,2
46.005,2
47.108,2
37.489,2
44.977,2
45.411,2
37.669,2
44.382,2
41.463,2
47.086,2
39.743,2
39.592,2
41.751,2
42.479,2
37.99,2
45.898,2
40.408,2
43.682,2
43.469,2
40.336,2
42.637,2
48.677,2
49.58,2
47.446,2
43.376,2
41.735,2
45.498,2
43.381,2
48.302,2
44.265,2
39.357,2
38.694,2
39.239,2
39.895,2
41.789,2
46.01,2
45.073,2
41.692,2
40.58,2
38.135,2
39.098,2
40.242,2
48.318,2
44.372,2
49.462,2
45.002,2
43.974,2
47.227,2
44.949,2
42.406,2
44.525,2
43.418,2
49.31,2
38.267,2
45.822,2
39.051,2
42.379,2
46.914,2
46.241,2
40.696,2
45.316,2
39.212,2
39.335,2
38.157,2
38.04,2
43.172,2
39.832,2
48.48,2
48.729,2
49.298,2
39.307,2
43.276,2
46.241,2
38.636,2
46.971,2
46.568,2
46.245,2
45.281,2
48.575,2
49.634,2
38.971,2
41.937,2
45.27,2
42.731,2
38.31,2
44.884,2
40.21,2
38.555,2
42.501,2
43.772,2
39.391,2
49.937,2
46.81,2
39.393,2
48.153,2
37.036,2
46.566,2
41.756,2
46.092,2
37.729,2
49.677,2
43.71,2
41.9,2
45.098,2
45.718,2
38.008,2
41.793,2
46.596,2
40.281,2
41.035,2
45.981,2
43.194,2
38.706,2
42.474,2
48.968,2
45.249,2
49.039,2
44.751,2
47.104,2
37.971,2
43.93,2
40.669,2
45.019,2
43.74,2
45.064,2
46.238,2
38.21,2
47.272,2
48.562,2
37.941,2
45.421,2
39.664,2
39.576,2
40.042,2
39.575,2
42.282,2
43.709,2
